,embryoname,embryoidx,phase,phaseidx,imagename-fullpath,fname,trainvaltest,timepoint
6316,RE828-1,572,tPB2,0,./data/embryo/embryo_dataset/RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN10.jpeg,RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN10.jpeg,val,0
6317,RE828-1,572,tPNa,1,./data/embryo/embryo_dataset/RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN18.jpeg,RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN18.jpeg,val,1
6318,RE828-1,572,tPNf,2,./data/embryo/embryo_dataset/RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN91.jpeg,RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN91.jpeg,val,2
6319,RE828-1,572,t2,3,./data/embryo/embryo_dataset/RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN99.jpeg,RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN99.jpeg,val,3
6320,RE828-1,572,t3,4,./data/embryo/embryo_dataset/RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN144.jpeg,RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN144.jpeg,val,4
6321,RE828-1,572,t4,5,./data/embryo/embryo_dataset/RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN146.jpeg,RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN146.jpeg,val,5
6322,RE828-1,572,t5,6,./data/embryo/embryo_dataset/RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN197.jpeg,RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN197.jpeg,val,6
6323,RE828-1,572,t6,7,./data/embryo/embryo_dataset/RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN199.jpeg,RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN199.jpeg,val,7
6324,RE828-1,572,t7,8,./data/embryo/embryo_dataset/RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN217.jpeg,RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN217.jpeg,val,8
6325,RE828-1,572,t9+,10,./data/embryo/embryo_dataset/RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN227.jpeg,RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN227.jpeg,val,10
6326,RE828-1,572,tM,11,./data/embryo/embryo_dataset/RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN360.jpeg,RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN360.jpeg,val,11
6327,RE828-1,572,tSB,12,./data/embryo/embryo_dataset/RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN374.jpeg,RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN374.jpeg,val,12
6328,RE828-1,572,tB,13,./data/embryo/embryo_dataset/RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN420.jpeg,RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN420.jpeg,val,13
6329,RE828-1,572,tEB,14,./data/embryo/embryo_dataset/RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN424.jpeg,RE828-1/F0/D2015.10.01_S0218_I647_WELL1_RUN424.jpeg,val,14
6330,PI1027-1,573,tPB2,0,./data/embryo/embryo_dataset/PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN15.jpeg,PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN15.jpeg,train,0
6331,PI1027-1,573,tPNa,1,./data/embryo/embryo_dataset/PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN27.jpeg,PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN27.jpeg,train,1
6332,PI1027-1,573,tPNf,2,./data/embryo/embryo_dataset/PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN89.jpeg,PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN89.jpeg,train,2
6333,PI1027-1,573,t2,3,./data/embryo/embryo_dataset/PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN103.jpeg,PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN103.jpeg,train,3
6334,PI1027-1,573,t3,4,./data/embryo/embryo_dataset/PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN145.jpeg,PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN145.jpeg,train,4
6335,PI1027-1,573,t4,5,./data/embryo/embryo_dataset/PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN147.jpeg,PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN147.jpeg,train,5
6336,PI1027-1,573,t5,6,./data/embryo/embryo_dataset/PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN191.jpeg,PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN191.jpeg,train,6
6337,PI1027-1,573,t7,8,./data/embryo/embryo_dataset/PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN197.jpeg,PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN197.jpeg,train,8
6338,PI1027-1,573,t8,9,./data/embryo/embryo_dataset/PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN203.jpeg,PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN203.jpeg,train,9
6339,PI1027-1,573,t9+,10,./data/embryo/embryo_dataset/PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN264.jpeg,PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN264.jpeg,train,10
6340,PI1027-1,573,tM,11,./data/embryo/embryo_dataset/PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN396.jpeg,PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN396.jpeg,train,11
6341,PI1027-1,573,tSB,12,./data/embryo/embryo_dataset/PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN418.jpeg,PI1027-1/D2015.11.30_S0272_I647_WELL1_RUN418.jpeg,train,12
6342,RG434-11,574,tPB2,0,./data/embryo/embryo_dataset/RG434-11/D2016.05.11_S0393_I647_WELL11_RUN9.jpeg,RG434-11/D2016.05.11_S0393_I647_WELL11_RUN9.jpeg,train,0
6343,RG434-11,574,tPNa,1,./data/embryo/embryo_dataset/RG434-11/D2016.05.11_S0393_I647_WELL11_RUN17.jpeg,RG434-11/D2016.05.11_S0393_I647_WELL11_RUN17.jpeg,train,1
6344,RG434-11,574,tPNf,2,./data/embryo/embryo_dataset/RG434-11/D2016.05.11_S0393_I647_WELL11_RUN105.jpeg,RG434-11/D2016.05.11_S0393_I647_WELL11_RUN105.jpeg,train,2
6345,RG434-11,574,t2,3,./data/embryo/embryo_dataset/RG434-11/D2016.05.11_S0393_I647_WELL11_RUN115.jpeg,RG434-11/D2016.05.11_S0393_I647_WELL11_RUN115.jpeg,train,3
6346,RG434-11,574,t4,5,./data/embryo/embryo_dataset/RG434-11/D2016.05.11_S0393_I647_WELL11_RUN169.jpeg,RG434-11/D2016.05.11_S0393_I647_WELL11_RUN169.jpeg,train,5
6347,RG434-11,574,t5,6,./data/embryo/embryo_dataset/RG434-11/D2016.05.11_S0393_I647_WELL11_RUN220.jpeg,RG434-11/D2016.05.11_S0393_I647_WELL11_RUN220.jpeg,train,6
6348,RG434-11,574,t6,7,./data/embryo/embryo_dataset/RG434-11/D2016.05.11_S0393_I647_WELL11_RUN222.jpeg,RG434-11/D2016.05.11_S0393_I647_WELL11_RUN222.jpeg,train,7
6349,RG434-11,574,t7,8,./data/embryo/embryo_dataset/RG434-11/D2016.05.11_S0393_I647_WELL11_RUN232.jpeg,RG434-11/D2016.05.11_S0393_I647_WELL11_RUN232.jpeg,train,8
6350,RG434-11,574,t8,9,./data/embryo/embryo_dataset/RG434-11/D2016.05.11_S0393_I647_WELL11_RUN236.jpeg,RG434-11/D2016.05.11_S0393_I647_WELL11_RUN236.jpeg,train,9
6351,RG434-11,574,t9+,10,./data/embryo/embryo_dataset/RG434-11/D2016.05.11_S0393_I647_WELL11_RUN310.jpeg,RG434-11/D2016.05.11_S0393_I647_WELL11_RUN310.jpeg,train,10
6352,RG434-11,574,tM,11,./data/embryo/embryo_dataset/RG434-11/D2016.05.11_S0393_I647_WELL11_RUN420.jpeg,RG434-11/D2016.05.11_S0393_I647_WELL11_RUN420.jpeg,train,11
6353,RG434-11,574,tSB,12,./data/embryo/embryo_dataset/RG434-11/D2016.05.11_S0393_I647_WELL11_RUN438.jpeg,RG434-11/D2016.05.11_S0393_I647_WELL11_RUN438.jpeg,train,12
6354,RG434-11,574,tB,13,./data/embryo/embryo_dataset/RG434-11/D2016.05.11_S0393_I647_WELL11_RUN454.jpeg,RG434-11/D2016.05.11_S0393_I647_WELL11_RUN454.jpeg,train,13
6355,RG434-11,574,tEB,14,./data/embryo/embryo_dataset/RG434-11/D2016.05.11_S0393_I647_WELL11_RUN456.jpeg,RG434-11/D2016.05.11_S0393_I647_WELL11_RUN456.jpeg,train,14
6356,PJ533-8,575,tPNf,2,./data/embryo/embryo_dataset/PJ533-8/F0/D2011.06.15_S0172_I132_WELL8_RUN23.jpeg,PJ533-8/F0/D2011.06.15_S0172_I132_WELL8_RUN23.jpeg,train,0
6357,PJ533-8,575,t2,3,./data/embryo/embryo_dataset/PJ533-8/F0/D2011.06.15_S0172_I132_WELL8_RUN32.jpeg,PJ533-8/F0/D2011.06.15_S0172_I132_WELL8_RUN32.jpeg,train,1
6358,PJ533-8,575,t4,5,./data/embryo/embryo_dataset/PJ533-8/F0/D2011.06.15_S0172_I132_WELL8_RUN66.jpeg,PJ533-8/F0/D2011.06.15_S0172_I132_WELL8_RUN66.jpeg,train,3
6359,PJ533-8,575,t5,6,./data/embryo/embryo_dataset/PJ533-8/F0/D2011.06.15_S0172_I132_WELL8_RUN106.jpeg,PJ533-8/F0/D2011.06.15_S0172_I132_WELL8_RUN106.jpeg,train,4
6360,PJ533-8,575,t6,7,./data/embryo/embryo_dataset/PJ533-8/F0/D2011.06.15_S0172_I132_WELL8_RUN109.jpeg,PJ533-8/F0/D2011.06.15_S0172_I132_WELL8_RUN109.jpeg,train,5
6361,PJ533-8,575,t7,8,./data/embryo/embryo_dataset/PJ533-8/F0/D2011.06.15_S0172_I132_WELL8_RUN118.jpeg,PJ533-8/F0/D2011.06.15_S0172_I132_WELL8_RUN118.jpeg,train,6
6362,PJ533-8,575,t8,9,./data/embryo/embryo_dataset/PJ533-8/F0/D2011.06.15_S0172_I132_WELL8_RUN120.jpeg,PJ533-8/F0/D2011.06.15_S0172_I132_WELL8_RUN120.jpeg,train,7
6363,RG434-_10,576,tPB2,0,./data/embryo/embryo_dataset/RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN7.jpeg,RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN7.jpeg,train,0
6364,RG434-_10,576,tPNa,1,./data/embryo/embryo_dataset/RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN15.jpeg,RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN15.jpeg,train,1
6365,RG434-_10,576,tPNf,2,./data/embryo/embryo_dataset/RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN81.jpeg,RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN81.jpeg,train,2
6366,RG434-_10,576,t2,3,./data/embryo/embryo_dataset/RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN89.jpeg,RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN89.jpeg,train,3
6367,RG434-_10,576,t3,4,./data/embryo/embryo_dataset/RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN135.jpeg,RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN135.jpeg,train,4
6368,RG434-_10,576,t6,7,./data/embryo/embryo_dataset/RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN137.jpeg,RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN137.jpeg,train,7
6369,RG434-_10,576,t7,8,./data/embryo/embryo_dataset/RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN190.jpeg,RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN190.jpeg,train,8
6370,RG434-_10,576,t9+,10,./data/embryo/embryo_dataset/RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN232.jpeg,RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN232.jpeg,train,10
6371,RG434-_10,576,tM,11,./data/embryo/embryo_dataset/RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN356.jpeg,RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN356.jpeg,train,11
6372,RG434-_10,576,tSB,12,./data/embryo/embryo_dataset/RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN396.jpeg,RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN396.jpeg,train,12
6373,RG434-_10,576,tB,13,./data/embryo/embryo_dataset/RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN420.jpeg,RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN420.jpeg,train,13
6374,RG434-_10,576,tEB,14,./data/embryo/embryo_dataset/RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN426.jpeg,RG434-_10/D2016.05.11_S0393_I647_WELL10_RUN426.jpeg,train,14
6375,PL974-9,577,tPB2,0,./data/embryo/embryo_dataset/PL974-9/D2015.11.14_S0255_I647_WELL9_RUN10.jpeg,PL974-9/D2015.11.14_S0255_I647_WELL9_RUN10.jpeg,test,0
6376,PL974-9,577,tPNa,1,./data/embryo/embryo_dataset/PL974-9/D2015.11.14_S0255_I647_WELL9_RUN28.jpeg,PL974-9/D2015.11.14_S0255_I647_WELL9_RUN28.jpeg,test,1
6377,PL974-9,577,tPNf,2,./data/embryo/embryo_dataset/PL974-9/D2015.11.14_S0255_I647_WELL9_RUN94.jpeg,PL974-9/D2015.11.14_S0255_I647_WELL9_RUN94.jpeg,test,2
6378,PL974-9,577,t2,3,./data/embryo/embryo_dataset/PL974-9/D2015.11.14_S0255_I647_WELL9_RUN102.jpeg,PL974-9/D2015.11.14_S0255_I647_WELL9_RUN102.jpeg,test,3
6379,PL974-9,577,t4,5,./data/embryo/embryo_dataset/PL974-9/D2015.11.14_S0255_I647_WELL9_RUN154.jpeg,PL974-9/D2015.11.14_S0255_I647_WELL9_RUN154.jpeg,test,5
6380,PL974-9,577,t5,6,./data/embryo/embryo_dataset/PL974-9/D2015.11.14_S0255_I647_WELL9_RUN205.jpeg,PL974-9/D2015.11.14_S0255_I647_WELL9_RUN205.jpeg,test,6
6381,PL974-9,577,t7,8,./data/embryo/embryo_dataset/PL974-9/D2015.11.14_S0255_I647_WELL9_RUN207.jpeg,PL974-9/D2015.11.14_S0255_I647_WELL9_RUN207.jpeg,test,8
6382,PL974-9,577,t8,9,./data/embryo/embryo_dataset/PL974-9/D2015.11.14_S0255_I647_WELL9_RUN213.jpeg,PL974-9/D2015.11.14_S0255_I647_WELL9_RUN213.jpeg,test,9
6383,PL974-9,577,t9+,10,./data/embryo/embryo_dataset/PL974-9/D2015.11.14_S0255_I647_WELL9_RUN312.jpeg,PL974-9/D2015.11.14_S0255_I647_WELL9_RUN312.jpeg,test,10
6384,PL974-9,577,tM,11,./data/embryo/embryo_dataset/PL974-9/D2015.11.14_S0255_I647_WELL9_RUN392.jpeg,PL974-9/D2015.11.14_S0255_I647_WELL9_RUN392.jpeg,test,11
6385,PL974-9,577,tSB,12,./data/embryo/embryo_dataset/PL974-9/D2015.11.14_S0255_I647_WELL9_RUN434.jpeg,PL974-9/D2015.11.14_S0255_I647_WELL9_RUN434.jpeg,test,12
6386,RG864-1,578,tPB2,0,./data/embryo/embryo_dataset/RG864-1/D2011.10.21_S0263_I132_WELL1_RUN5.jpeg,RG864-1/D2011.10.21_S0263_I132_WELL1_RUN5.jpeg,val,0
6387,RG864-1,578,tPNa,1,./data/embryo/embryo_dataset/RG864-1/D2011.10.21_S0263_I132_WELL1_RUN17.jpeg,RG864-1/D2011.10.21_S0263_I132_WELL1_RUN17.jpeg,val,1
6388,RG864-1,578,tPNf,2,./data/embryo/embryo_dataset/RG864-1/D2011.10.21_S0263_I132_WELL1_RUN68.jpeg,RG864-1/D2011.10.21_S0263_I132_WELL1_RUN68.jpeg,val,2
6389,RG864-1,578,t2,3,./data/embryo/embryo_dataset/RG864-1/D2011.10.21_S0263_I132_WELL1_RUN77.jpeg,RG864-1/D2011.10.21_S0263_I132_WELL1_RUN77.jpeg,val,3
6390,RG864-1,578,t4,5,./data/embryo/embryo_dataset/RG864-1/D2011.10.21_S0263_I132_WELL1_RUN110.jpeg,RG864-1/D2011.10.21_S0263_I132_WELL1_RUN110.jpeg,val,5
6391,RG864-1,578,t5,6,./data/embryo/embryo_dataset/RG864-1/D2011.10.21_S0263_I132_WELL1_RUN113.jpeg,RG864-1/D2011.10.21_S0263_I132_WELL1_RUN113.jpeg,val,6
6392,RG864-1,578,t6,7,./data/embryo/embryo_dataset/RG864-1/D2011.10.21_S0263_I132_WELL1_RUN149.jpeg,RG864-1/D2011.10.21_S0263_I132_WELL1_RUN149.jpeg,val,7
6393,RG864-1,578,t7,8,./data/embryo/embryo_dataset/RG864-1/D2011.10.21_S0263_I132_WELL1_RUN202.jpeg,RG864-1/D2011.10.21_S0263_I132_WELL1_RUN202.jpeg,val,8
6394,RG864-1,578,t8,9,./data/embryo/embryo_dataset/RG864-1/D2011.10.21_S0263_I132_WELL1_RUN206.jpeg,RG864-1/D2011.10.21_S0263_I132_WELL1_RUN206.jpeg,val,9
6395,RG864-1,578,t9+,10,./data/embryo/embryo_dataset/RG864-1/D2011.10.21_S0263_I132_WELL1_RUN223.jpeg,RG864-1/D2011.10.21_S0263_I132_WELL1_RUN223.jpeg,val,10
6396,RG864-1,578,tM,11,./data/embryo/embryo_dataset/RG864-1/D2011.10.21_S0263_I132_WELL1_RUN280.jpeg,RG864-1/D2011.10.21_S0263_I132_WELL1_RUN280.jpeg,val,11
6397,RG864-1,578,tSB,12,./data/embryo/embryo_dataset/RG864-1/D2011.10.21_S0263_I132_WELL1_RUN295.jpeg,RG864-1/D2011.10.21_S0263_I132_WELL1_RUN295.jpeg,val,12
6398,RG864-1,578,tB,13,./data/embryo/embryo_dataset/RG864-1/D2011.10.21_S0263_I132_WELL1_RUN319.jpeg,RG864-1/D2011.10.21_S0263_I132_WELL1_RUN319.jpeg,val,13
6399,RG864-1,578,tEB,14,./data/embryo/embryo_dataset/RG864-1/D2011.10.21_S0263_I132_WELL1_RUN325.jpeg,RG864-1/D2011.10.21_S0263_I132_WELL1_RUN325.jpeg,val,14
6400,PM273-6,579,tPB2,0,./data/embryo/embryo_dataset/PM273-6/D2014.03.20_S1048_I132_WELL6_RUN11.jpeg,PM273-6/D2014.03.20_S1048_I132_WELL6_RUN11.jpeg,train,0
6401,PM273-6,579,t2,3,./data/embryo/embryo_dataset/PM273-6/D2014.03.20_S1048_I132_WELL6_RUN86.jpeg,PM273-6/D2014.03.20_S1048_I132_WELL6_RUN86.jpeg,train,3
6402,PM273-6,579,t4,5,./data/embryo/embryo_dataset/PM273-6/D2014.03.20_S1048_I132_WELL6_RUN132.jpeg,PM273-6/D2014.03.20_S1048_I132_WELL6_RUN132.jpeg,train,5
6403,PM273-6,579,t6,7,./data/embryo/embryo_dataset/PM273-6/D2014.03.20_S1048_I132_WELL6_RUN182.jpeg,PM273-6/D2014.03.20_S1048_I132_WELL6_RUN182.jpeg,train,7
6404,PM273-6,579,t7,8,./data/embryo/embryo_dataset/PM273-6/D2014.03.20_S1048_I132_WELL6_RUN186.jpeg,PM273-6/D2014.03.20_S1048_I132_WELL6_RUN186.jpeg,train,8
6405,PM273-6,579,t8,9,./data/embryo/embryo_dataset/PM273-6/D2014.03.20_S1048_I132_WELL6_RUN190.jpeg,PM273-6/D2014.03.20_S1048_I132_WELL6_RUN190.jpeg,train,9
6406,PM273-6,579,t9+,10,./data/embryo/embryo_dataset/PM273-6/D2014.03.20_S1048_I132_WELL6_RUN265.jpeg,PM273-6/D2014.03.20_S1048_I132_WELL6_RUN265.jpeg,train,10
6407,PM273-6,579,tM,11,./data/embryo/embryo_dataset/PM273-6/D2014.03.20_S1048_I132_WELL6_RUN345.jpeg,PM273-6/D2014.03.20_S1048_I132_WELL6_RUN345.jpeg,train,11
6408,PM273-6,579,tSB,12,./data/embryo/embryo_dataset/PM273-6/D2014.03.20_S1048_I132_WELL6_RUN357.jpeg,PM273-6/D2014.03.20_S1048_I132_WELL6_RUN357.jpeg,train,12
6409,PM273-6,579,tB,13,./data/embryo/embryo_dataset/PM273-6/D2014.03.20_S1048_I132_WELL6_RUN415.jpeg,PM273-6/D2014.03.20_S1048_I132_WELL6_RUN415.jpeg,train,13
6410,PM273-6,579,tEB,14,./data/embryo/embryo_dataset/PM273-6/D2014.03.20_S1048_I132_WELL6_RUN419.jpeg,PM273-6/D2014.03.20_S1048_I132_WELL6_RUN419.jpeg,train,14
6411,PMDPI029-1-5,580,tPB2,0,./data/embryo/embryo_dataset/PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN5.jpeg,PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN5.jpeg,test,0
6412,PMDPI029-1-5,580,tPNa,1,./data/embryo/embryo_dataset/PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN19.jpeg,PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN19.jpeg,test,1
6413,PMDPI029-1-5,580,tPNf,2,./data/embryo/embryo_dataset/PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN112.jpeg,PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN112.jpeg,test,2
6414,PMDPI029-1-5,580,t2,3,./data/embryo/embryo_dataset/PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN120.jpeg,PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN120.jpeg,test,3
6415,PMDPI029-1-5,580,t3,4,./data/embryo/embryo_dataset/PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN171.jpeg,PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN171.jpeg,test,4
6416,PMDPI029-1-5,580,t4,5,./data/embryo/embryo_dataset/PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN173.jpeg,PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN173.jpeg,test,5
6417,PMDPI029-1-5,580,t5,6,./data/embryo/embryo_dataset/PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN227.jpeg,PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN227.jpeg,test,6
6418,PMDPI029-1-5,580,t7,8,./data/embryo/embryo_dataset/PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN231.jpeg,PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN231.jpeg,test,8
6419,PMDPI029-1-5,580,t8,9,./data/embryo/embryo_dataset/PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN239.jpeg,PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN239.jpeg,test,9
6420,PMDPI029-1-5,580,t9+,10,./data/embryo/embryo_dataset/PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN366.jpeg,PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN366.jpeg,test,10
6421,PMDPI029-1-5,580,tM,11,./data/embryo/embryo_dataset/PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN430.jpeg,PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN430.jpeg,test,11
6422,PMDPI029-1-5,580,tSB,12,./data/embryo/embryo_dataset/PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN476.jpeg,PMDPI029-1-5/D2016.02.22_S1584_I132_WELL5_RUN476.jpeg,test,12
6423,PMDPI029-1-10,581,tPB2,0,./data/embryo/embryo_dataset/PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN3.jpeg,PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN3.jpeg,val,0
6424,PMDPI029-1-10,581,tPNa,1,./data/embryo/embryo_dataset/PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN21.jpeg,PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN21.jpeg,val,1
6425,PMDPI029-1-10,581,tPNf,2,./data/embryo/embryo_dataset/PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN127.jpeg,PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN127.jpeg,val,2
6426,PMDPI029-1-10,581,t2,3,./data/embryo/embryo_dataset/PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN133.jpeg,PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN133.jpeg,val,3
6427,PMDPI029-1-10,581,t3,4,./data/embryo/embryo_dataset/PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN139.jpeg,PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN139.jpeg,val,4
6428,PMDPI029-1-10,581,t4,5,./data/embryo/embryo_dataset/PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN147.jpeg,PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN147.jpeg,val,5
6429,PMDPI029-1-10,581,t5,6,./data/embryo/embryo_dataset/PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN175.jpeg,PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN175.jpeg,val,6
6430,PMDPI029-1-10,581,t6,7,./data/embryo/embryo_dataset/PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN229.jpeg,PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN229.jpeg,val,7
6431,PMDPI029-1-10,581,t7,8,./data/embryo/embryo_dataset/PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN233.jpeg,PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN233.jpeg,val,8
6432,PMDPI029-1-10,581,t8,9,./data/embryo/embryo_dataset/PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN314.jpeg,PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN314.jpeg,val,9
6433,PMDPI029-1-10,581,t9+,10,./data/embryo/embryo_dataset/PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN320.jpeg,PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN320.jpeg,val,10
6434,PMDPI029-1-10,581,tM,11,./data/embryo/embryo_dataset/PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN372.jpeg,PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN372.jpeg,val,11
6435,PMDPI029-1-10,581,tSB,12,./data/embryo/embryo_dataset/PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN440.jpeg,PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN440.jpeg,val,12
6436,PMDPI029-1-10,581,tB,13,./data/embryo/embryo_dataset/PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN526.jpeg,PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN526.jpeg,val,13
6437,PMDPI029-1-10,581,tEB,14,./data/embryo/embryo_dataset/PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN530.jpeg,PMDPI029-1-10/D2016.02.22_S1584_I132_WELL10_RUN530.jpeg,val,14
6438,PMDPI029-1-6,582,tPB2,0,./data/embryo/embryo_dataset/PMDPI029-1-6/D2016.02.22_S1584_I132_WELL6_RUN5.jpeg,PMDPI029-1-6/D2016.02.22_S1584_I132_WELL6_RUN5.jpeg,train,0
